Cleaned_Text,Rating
jonathans kitchen ground floor holiday gift inn express suites ambiance pretty amazing live music food great expect restaurantsdesserts good also quite descent range,3
went afternoon buffet place little crowded office party buffet spread good food tasty enjoyed soup paneer veg balls dhal makani veg biriyani dessert variety quite good enjoyed food ala carte seemed take time table next us occupied time us served desserts,4
birthday visted place ambience service location place spot choice menu less sure clear strengths curated menu accordingly right balance indian chinese etc ordered chicken starter flavourful first bite meat juicy succulent fresh chicken noodles subtle time tasty noodles looked freshly boiled veggies fresh wont get kind flavour taste noodles many places tried sushi first time served green pickle super spicy pinch actually make cry pickled ginger felt sushi made palate forgot mention hard time eat chopsticks finally fork spoon lol ordered mocktails well menu suggested waiter tasted good waiters could attentive complaints overall nice dinner occasion birthday,5
ambience good staff polite miss yamuna hostess especially would recommend place everyone,5
best place want see sport screening really liked place round screens matter sit screens clearly visible fight waiting get place near screen went ipl screening really great experience ordered ultimate nachoschicken wings chipotle sauce pizza everything really delicious portion quite good two feel bit priced worth service excellentstaff warm friendly,5
best time spent hyderabada man called sunny remember name sunnygo ask sunny u get u best day,5
sai raj really great servicing attidue serving nice guy really happy time bdubsthank sai raj,5
polite good hospitality sai raj humble hospitable helped lot served well stood patiently great sever,5
nice place wing n food really good sauce tasty iced coffee ultimate nachos awesome thank much mr praveen yadav helped us lot friendly usthis place highly recommended,5
good food good service praveen special thanks mutton burgers real good like hot wings quite lot good sauces try em,5
bdubs continues top race buffalo fried chicken pizzas burgers desserts equally good service friendly fast ambience amazing private prices fine neither cheap costly personally enjoyed experience ill probably visit ill recommend place specially parties,4
buffalo wings excellent always multiple times praveen served occasions thanks praveen exceptional service,5
awesome service ambiencepraveen helped us food choice turned goodthe virtual reality games ps games add ons looking forward visit place friends family,5
good food great time bdubs specially enjoyed buffalo ranch chicken burger yummy roller coaster ride virtual reality great experience first timersthanks adil,5
one amazing chains non veg lovers sports freak gaming consoles place lot fun spend time friends family highly recommended triedtheblazinchallenge,5
staff really nice wing hot sauce yammy mocktails raelly good recommend place every one love wings speciall service unparalled mr praveen keep,5
lipsmacking food wings variety sauces basil grilled fish really good chicken pizza perfect thin crust favourite cheesecake bites danger zone blazin sauce try spicy thrill thanks bro sunny serving us,5
wonderful place chillout buddies fun part ps gaming food really awesome different sauces blazing really hot give try sunny us entertain giving good experience bdubs,5
first visit awesome experience given sunnyreally thanks serving us joy helping us dish selection sauce tasting nice place hangout friends fun games,5
came bdubs ipl final really felt like stadium commetry well played playing songs breaks service really awesome prabhu praveenthnku guys,5
wonderful time bdubs gachibowli stadium feeling great delicious food drinks thank praveen yadav god service visit sure,5
awesome food best service ever seen sunny polite provided best suggestions regarding dishes worth visiting place,5
great staff bharathi given best service good food great service kudos management staff would recommend friends family,5
place enjoy chill want celebrate birthday please come herebest place service fantastic well treated mr praveen felt special,5
lovely place good food good service provided bharthi taste wings similar one get us would good tap beers,4
friendly team praveen helped us whenever needed good vibe watched ipl yu like something spicy try options blazing sauce,5
overhyped overpriced place wings small size shrivelled sauces great jalapeo poppers undercooked nachos bland ps games thats decent reason spend time,1
food amazing staff sweet prabhu reddy captain really nice making sure comfortable,5
polite friendly service awesome loved ambience sunny served us well loved time spent part deloitte party evening loved thank sunny good service,5
first visit team deloittehappy place food service sunny quite friendly unique food wings awesome highly recommended place sectpr,5
nice place team parties wings excellent tried different sauces like thai curry spicy garlic liked place really cheerful plenty screens polite staff adds sunny served us given good time,5
evening visited bdubs food really good friendly service provided prabhu team good really good experience watching ipl,5
thanks team bdubs giving us wonderful time server sunny taking care us made sure cheerful enjoying moment food served hot delicious,5
awesome place corporate parties trust guys u love itespecially service provided awesome food chicken wings really hot must try thank u prabhu ur amazing service,5
food awesome especially chicken wings enjoyed lot thanks staff especially prabhu jenny attentive ur best service thanku bdubs,5
good place good gaming experience crazy place hangout sports event also gaming experience amazing x box try,5
party greatthe food awesome best place corporate partiesprabhu took really good care us service good,5
wow wonderful time really awesome staff friendly people thanks mr nitin handling party operations perfect place corporate parties gachibowli food standards drinks coming service part thanks sunny cooperative us,5
delicious food ever found tasty much impressed staffprabhu praveen sunny polite humble awesome place hang,5
good place vegetarians well asked waiter prepare vegetarian food kitchens separate told us preparing everything one kitchen came mall manager came till explain utensils separate taking precautions impressed customer service also praveen polite quick service cool place must go,5
nice place hangoutnice gaming consoles kidsgood job mandeep teamspent hr kid kept complete busy gaming mouthwatering food great service guys keep thank much,5
nice freshly atmosphere good place hangout friends family prabhu great job friendly offered amazing service,5
usual awesome wings try ur guts blazin sauce compensatory ranch sauce drinks good say cranberry muzu sandeep vineet crafted awesome nice place hang family well adil rose received well handle customer smile,5
great combination good food gaming stations staff really friendly nice group friends want relive videogame era definitely go bdubs fight tekken try visiting nonbusy hours youll able get gameon time bit expensive though really justifies ps xbox abd vr experience,5
nice place great service thanks praveen great service also many options play games screens watch match great fun,5
good experience nice ambience amazing staff plenty stuff gaming vr experience obviously ongoing ipl matches must go place praveens service good,5
nice experience herechicken wings really taste respectful service sunny like way interacted us x box gaming mind blowing,5
time favorite chicken wings thai curry ultimate nachosservice best part havesunny bro gave us gud time jubille hills branch beforethis first visit gachibowli branchservers pretty friendly everyone hopes,5
great place hangout watch ipl match near bar best seats house great host sandy interesting cricket match makes experience awesome,5
loved place akhil friendly person came good suggestions ambience good screens casting ipl gaming options fun coronarita one drink going suggest everyone meet next days,5
great place watch game great ambience nice polite staff service quick nice place watch game beers bite wings main reason go wings beer thats feel youve got many sauces pick fav mango habanero sauce place sit back relax great sports bar,4
really good ambience good service praveen co food beyond expectationsand gaming centre pretty good lot selection games desert nachos best,5
ambience food awesomecool place hangout lot try gamesvirtual reality loved itits totally cool fun place go friends couple,5
food good environment pleasant freak long time played favourite game teklen thanks bdubs nice place,5
sooo sports bar side busy road easily accessible lit bright bit bright taste though went special day live music band playing loud brightness loud music didnt justice much setting mood food ok taste wise price higher side limited variety food done nice experiments wings try worthy nice people working friendly nice staff service good along ambiance would set proper occasion hit road side sports bar would hope visit soon nice ambience,3
place really ultimate watching ipl matches food really yammy drinks superr really like place praveen yadav servered nice helpfull,5
first time place awesome place wings perfect blazin sauce specially spicy loversplenty screens sports server sunny praveen yadav helped gave good timethanks,5
came first timethe experience really amazing liked way celebrated frnds bdaythanku prabhu ur best service,5
awesome place watch sports njoy wings vr gaming went old friends came hyderabad first time happy chose place hangout enjoyed lot wings yum adil attendant good thank making experience amazing,5
great place hangout blazing wings really must try yeah comes warning absolutely worth friends planning challenge blazing wings wings nice hot flavour leave u wanting,5
really awesome experience visiting bdubs wings really awesomeprabhu praveen took really good care usand gaming good really willing visit,5
really nice bdubs weekend really nice place good food nice ambiencewings real american style refer placesai raj really great serverappreciate,5
praveen courteous service food ambience place beyond appreciations would love visit place friends soon,5
love place food well gaming friends mrpraveen polite cooperative friends second visit friends best place ipl season,5
praveen good service nice gaming experience vr well ps nice ambience nice food totally satisfied place good really like place,5
great place chill friends value money love taste food service staff especially praveen amazing job,5
b dubs awesome place tasty food good ambience mr sairaj helped us explaining menu helped us choosing best option food well loved service,5
omg guys simply awesome love everything place food drinks crew ambience slayed spice level mango habanero wings love guys hospitality ton thanks prabhu akhil taking super duper care us guys super awesome anything definitely come back hospitality yayyy,5
place amaze balls mean food ambience games whole experience worrh akhil thankyou hospitality lots funnnnn want place fun goto place,5
great place watch sports screenings huge screens great food lovely hospitality great collection food drinks would love recommend must visit place thanks kaushik service,5
fantastic place watch ipl great wings fantastic stadium atmosphere great crowd excellent food served staff caring thanks kaushik service back soon,5
great ambiance variety sausages ketchup ill come together members like family friends nxt tym vist gachibowli must visit family,5
one best sports bar ive country service hosting impeccable staff super friendly couldnt asked better place spend sunday,5
best service ive experienced city definitely come back food brilliant service ask akhil start server place,5
ambience place amazing b dubs best place major sports seasons food yum staff nice place disappoint,5
good place hangout friends ans special thanks akhil friendlu service saving us deadly blazin wings happy eat,5
good service sunny waiter helpful selecting sauce bbq wings pretty cool place many play stations vrs great ambience,5
ambience good well known wings service sunny goodgood place chill friends well family tasty food drinks,5
great atmosphere good time hang ipl bpl food ok ok cheesy balls superb prawn tempura ok wings great thumbs hospitality service,4
excellent service food really good gaming section specially virtual reality game awesome great experience good service sunny,5
food great service tasting sauces wings unique great watching experience live matches fifa vr server sunny amazing job making us feel welcome,5
wonderful placeexcellent wings especially spicy garlic sunnys service greatgreat place finone time visit required u live hyderabad,5
abdul helped us taste best ambience great jubilee hills nice wings lemon flavour n loaded french fries yummy,4
amazing food servicebharathi excellentthank making dayquality food excellent deteriorate every visit best partthanks aslam well,5
praveen yadav anilpatel helpfull celebrated fnd birthday enjoyed lot games vr game really great thanks bdubs,5
nice place hang casually wide selection sauces wing selection syed waited table really nice helpful worth going least,4
sunny well wisher customers items including drinks wings pizzas tastefullits good place weekend vibes,5
nice place traditional wingsthey different saucessunny helped us tasting choosing sauce nice service tried mocktails due dry daymango madness really mad perfect place sports lovers,5
food service ambience chicken wings best tried chicken burger artichoke dip well average chicken patty chicken burger dry fresh lemon slush iced sugar water drops artificial flavor overall okay experience,3
anil patil sai raj served us well please try vr gaming watching iplis best therethanks alot awesome experience enjoyed lot,5
tonight visited bdubs gachibowli amazing gaming devices really really fun food service awesome thanks helping anilpatel love bdubs wings become regular hangout joint usv,5
enjoyed friend birthday party bdubs gacchibowli anilpatel assam trieted us great thanks sairaj servicewe enjoyed lot ipl also,5
big fan wings service great big screen game viewing stadium sound standard selection beers sandeep bar excellent,5
place great love wings prompt customer friendly staff tried hot bbq hot sauces awesome ambience pleasant special thanks jop,5
really awesome service ranjit santhosh ther make visit amazing welcomed beautiful host anita jenny food drinks tasty specially wings spicy garlic amazingwe enjoyed lot gamings like tekken need speed special thanks captain mandeep help us vr gamingfinally thanks bdubs team keep rocking,5
place good jubilee hills branch less sauce used wings disappoint real taste ambiance service good,2
bdubsssss best food lovers great good experience visiting got good response management well,4
place convenient pretty good chilling important thing look customers nicelyi got served guy called abdul rahman kind towards us,5
abdul good server think lot pep step knowledgeable menu well since first time go bdubs,5
anil patel rose good receiving way throughout session amazing loved basic grilled fish mainly thai curry sauce tym favourite,5
great time really love blazing sauce thats spiciest thing ive ever server actually best part cordial attentive suggested tone try,4
jus chilled b dubs tangy citrusn welmade watermelon punchthanks guiding us rahman delicious treats v hadit awesome experiencethank n thanks b dubs,5
awesome place hand friends especially ipl season environment awesome food great many games pss vr awesome time,5
best wings ever tasted tries wings thai curry sauce ranch burger nachos really awesome must visit place sports season,5
place prefer good taste enjoyment levels ice cream shakes many like chacolte flavour,5
ordered amul order looking late night binge found amul zomato ordered choco chips alphonso mango ice cream loved thing ice creams although provided dry ice started melting wasnt desirable wish amul improve packaging ice cream reaches intact,4
thankyou serving testy milkshakes late night suggesting friends try milkshake place specialy dry furit milkshake,5
although didnt go onsite store ordered ice cream yumm one whenever wish much impressed style packing food service also good items delivered time taste dam good wide variety flavors make sure icecream didnt melt time reaches customer made cheerful,4
small ice cream parlourit good ice cream ate death chocolate hot brownie hot chocolate sauce scooped icecreams around rsi ate ice cream mixed chocolate brownie like heaven meit topped choco chips choco sticksya amul maintained qualitythey gave quantity scoops much food ambience packaging overall,4
ordered nutty fruity ice cream mango strawberry crazy combination roasted almonds awesome hot summer delivery boy done great job packing plastic cover usually delivered amul branding cover saying still dont mind ice cream good great job amul excited ice creams hot summer,5
regular customer comes ordering amul ordered chocolate ice cream amul according description supposed perk kitkat hot chocolate fudge nothing normal choco chips icecream could got rs instead paid rs suggestion order basic icecreams amul dont go anything else costly delivery boy delivered icecream melting disappointed service outlet,1
ordered many times got wrong order restaurant doesnt trust expects go hassle get convinced send correct itemasked anjeer got something elsesent photo zomato restaurant wants talk someone else take number send photos wait replyno one much time customer service shud easier,1
thank delivered time,5
ordered ice creams multiple times amul love variety available menu quantity really good get ordered ice cream parlours value money great taste,5
ordered tropical sunrise sundae chocolate syrup base choco chips fruit poison ice cream mind blowing fruit poison exotic fruits like kiwi strawberry tasted really well tropical sundae cocoan dark chocolaty aftertaste know stuff well prefer items cream stone sure,4
need improve food quality ordered hot choclate brownie vanilla ice cream good bownie hard hot choclate found vanilla ice cream alone good,1
late delivery,1
best place icecreams love try choco brownie almond sure quantity n quality amazing availble always online orders,5
amul icecream tastes best ive tasted many flavours menu delivery also cool dry ice covers icecream must recommend try flavours budget premium ice cream,4
ordered afghani nuts icecream got ta say quantity expected amount nutsdryfruits generous ice cream smooth tasty would definitely order packaging superb put dryice keep cool appreciate effort edit orered hot brownie vanilla icecream packaging thoughtful sent two separate packages hot brownie icecream dry ice keep cool tasted delicious quantity ample couldnt finish alone good enough dessert people keep ordering amul,5
tutty frooty icecream good,3
delivered food ontime thanks,5
please provide spoons ice cream,3
ordered death chocolate received butterscotch ice cream giving two stars zomato doesnt show reviews receive star,2
amul brand good milk ice creams tried hard fit could match creaminess brands coming outlet hardly varieties sadly choose one among,3
time delivery nice thank,5
timely delivery,5
nutella brownie blast thick milk shake would rate expecting brownie piece liked taste thickness also perfect would suggest people try,5
ice cream tootyfruity horrible pieces something tasteless put much nuts bullshit thing okay actual ice cream couldnt taste literally puked entire thing severe stomach ache tootyfruity unless scoop addons,1
genrally dont eat ice creams tried today brownie blast ice cream good taste find varities ice creams much pocket friendly delivery also time since ordered online,4
good,5
good nightcrawlers like us enjoy getting high af also delivery pretty fast thumbs upand would recommend try,5
go ice cream death chocolate taste buds got addicted hunny bunny sundae tastes heavenly give try guys,5
amul nice creamstonelike creamery excellent deliveries got packaging perfect gelato remained intact ferrero rocher based gelato musttry,5
really like place maggie ice cream good place enjoy food really appreciate service ambience good,5
neglible brownie qty fooling people delivery orders,1
quite good decent place variety desert amul taste india pocket friendly services quantity quality offer also best,4
place savior mid night cravings tried chocolate sundae brownie ice cream many basic flavours like mangobelgium chocolatechoco chip chocolatebutterscotch strawberry taste good disappointed brownie like chocolate sponge cake portion size appreciable price looking budget ice cream place great,4
awesome wonderful place ordered frequently place visited place lot times top charts icecreams apsara cream stone naturals getting familiarized place stood top among top chart pros pocket friendly yet high quality ice creams delivered dryice delivery experience good melt visit ice cream late night value proportion money cons great place small,5
great place hangout chilling great ambience good service fresh fruit ice creams specially fruit poison ice cream thick shakes amazing,5
good good goodgoodgoodgood goodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgoodgood,5
amazing range ice creams great sense packing doesnt melt soon since put frozen nitrogen cubes lovely idea great sense packing compared ice cream deliveries must order guys ordered lot times,5
worst taste,1
didnt deliver,1
missing spoons,1
making people foolsi orderd belgium chocolate ice cream gave normal chocolate chocolate syrup itowner rude welli asked said get taste belgium chocolatebetter go another outlet nearby,1
time great delivery,5
staff ill mannered respect towards customers us went dine ordered plenty one friends brought butter milk next store sat along us could told politely outside food allowed asked get mannerless way cancelled order walked away management take seriously take action behaviour train staff properly profits inversely proportional manners hospitality way around wouldnt suggest visit place ok kind treatment,1
supper,5
tasty expected,2
quick delivery boy,5
taste good,5
ordered hot chocolate brownie nuts overload good could better love amount nuts truly mean nuts overload,4
friday night must desserts amul outlet near dlf cybercity gate gachibowli fully crowded weekends place small less number tables available decorated lights loud music plays background people love enjoy desserts street food dlf serve large variety ice creams brownies sundae etc ordered belgian chocolate rajbhog kesar pista ice creams cost near inr delicious mouth watering service quite slow many online orders queue overall casual place every weekend desserts along friends,4
nyc taste,5
nil,5
straw good,5
okay,4
su,5
awesome,5
awesome,5
excellent service,5
super taste,5
well time,5
awesome,5
sweet,3
superb,5
excellent ice cream,5
yet received,1
packaging needs improved,3
delivered ice cream,1
quantity always dry ice packaging,2
dry fruits upto mark taste good,2
much satisfied speed service,5
tasty,5
love,5
less quantity,3
names items top boxes must present distinguish,4
average,2
one order supposed thick shake came ice cream dissatisfied serving standard food late night,1
didnt send food packaging regular amul branded covers,4
ordered almost chocolate concept ice creams menu needless say never disappointedi also tried fresh fruit concepts nutty concepts scoop ice creams toomy personal favourite list death chocolate nuts overloaded sundae definitely try thisthe home delivery experience packaging awesome,5
without doubt best place order quality quantity best makes people addicted treat tounge tummy,5
bekar,1
starters ok taste effect lasted days colour stools black almost days day visited place friends experience starters horribleshe admitted hospital,1
biggest screen town lovely rooftop portion size value money takes dip different rules zomato gold dineout pricy,4
name resembles place pricesskyhyvery bad experience worst food worst service ordered spicy grill chicken couldnt differentiate whether chicken cheap meat fish fingers oily hyderabads summer sweat would rate place,1
place friends friday evening bollywood night starting food average didnt even breezer disappointing service great mentioned earlier bollywood night didnt even start till pm finally food ambience service menu pricing,3
visited place friday dont like food service provided ordered barbecue chicken cooked properly liked ambiance open terrace,3
restaurant see friend place well situated main gachibowli road near flyover ambience nice taste food good order cheese balls started veg sizzlers sizzler amazing sumptuous recommend place visit least,4
lot times place go weather nice open food good menu decent choices dance floor limited couples though least girl group enjoy dancing,4
place awesome hangout friends liked dance floor way serve food polite customer food average need improve little,3
dilemma place good nice terrace small night purely depends band playing night regular options menu available food ok nothing special drinks good evening passed ok kind money comparing places area,3
z option give certainly disgusting food ordered multiple option thinking least one fine none dishes promising even close basic taste avoid pub nothing means nothing food price range lessif u dare go looking review one cant stop u worst experience ever,1
saturday night atmosphere electrifying place nice rooftop sitting area also dance floor excellent service,5
one good open terase place town food good mood uplifting dance floor hangout friends great place visit,4
friends took hours get starter lights refused turn lights regret visiting place go,1
worst behaviour staff seating rooftop went dance floor leaving belongings table one stuart comes asks us credit card deposit kind service last years visited pubs india one asked dear skyhy u think u r one top pub listen give better service,1
happing place multiple visits terrace seating large screen multiple matchs watched friends compared multiple places hyd bit costly worth,5
wanderfull place nice hospitality amazing dance floor good food friendly staff really enjoy skyhy one best pub hyderabad love place,5
awesome place couples visit loud u wan na romantic date chitchat ur partner dim lights disturbing crowd perfect destination food serve awesome specially jalapeno cheese poppers best thing live sport screening fan,4
peri peri chicken dragon chicken starters taste ok peri peri chicken served fries spicy dragon chicken spicy sweet sauce mixed zomato gold good experience ambience food quality quantity management waiters good service becoz went weekday didnt problems one best thing watch cricket screen terrace last great time friends,3
worst place saturday evening service slow hardly tables close people whole skyhy two people serving waiters busy watching ipl first visit sure last visit would even give start options,1
dj floor best part skyhy name lounge justified decent rooftop ipl times best visit place although food drinks quality need improved little bad experiences couple visits,3
long island salsa nachos bothered excellent nachos delicious smoked taste fantastic music ambiance point honestly first place iv seen provielde sugar cane stick sterer genius idea good chew wait food anything manager outlet took cake terms service stand chap props,4
well went place ladies night drinks house yayy buy starters really good ambience good sure rooftop didnt land good dj good service im saying good every sentence cause exceptional even though pretty decent club would suggest go check,4
prefer outdoor music good perfect dine friend enjoy live match like choose wisely menu food drink fine,4
best place fun hang frind drinks bar tender silu awesome make cocktail anf shoot food also good snd service,5
worst service kept us waiting food didnt courtesy inform waiting almost hour cancel management incompetent name manager umakant disappointed worst experience,1
pathetic unprofessional staff bouncers make wait mins entrance even made advance booking office party moreover ask call member group already verify whether booking done party going personal party would immediately cancelled booking gone somewhere else,1
dont options elaborate menu options available waste going service good cocktails costly dont taste good,1
overpriced diluted drinks complaining bartender said high alcohol content blah blah dont know cocktails made arrogant rude staff order took forever come sure saturday night rush issue regular thing order finally arrived got wrong dance floor crowded people pushing us good part zomato gold final bill charged us extra drinks refused update bill party people please avoid place,1
went sat night friends fun weekend place lit ambience amazing rooftop arrangemnt u sit njoy ur drinks ready move feets cool dj ordered couple whiskey beer one cocktail named cosmopolitian mocktail dj shut around overall blast place really cool love party,4
ok place casual hangouts food wasnt great ok ok werent many options drinks well service also great would say,2
place last weekend family must say service excellent coming ambience dance floor area beside looks great rooftop wasnt interesting less star food good great ordered budweiser virgin mojito soooooo good chicken tikka could cooked crispy chicken asian style dragon chicken chicken pulao biryani nothing great overall feel little work put deco rooftop little food good open air experience best come couple dance floor open,3
pitchers towers availablebut present menuwe ordered chicken wingsthey hot even chicken smelling foul freshhighly dissapointeddont know management,1
went office party dj bad didnt play requested songs mixed songs didnt set mood right ruined trippy songs making fast adding beats eg manali trance made fast totally ruined mood crowd didnt play requested even though bookd place horrible,1
came office party food okay dance floor also ambiance okay great maybe top floor better ambiance overall ok ok place,3
pub superbrooftop great ambiance good music dance floor food okmost popular drinks available overall good,3
beautiful set ambiencefancy setup great interiorflashy menudecent food fantastic serviceand worth money went yesterday cant believe food test good others restaurant making finally enjoyed,4
nice place awesome ambience delicious food customizations considered service must improved didnt found one guide receive entered pm,3
cocktails awesome great ambience food good fish starters tasty seated rooftop nice place hang friends colleagues,5
ambience nice go get hangout place sure food good good casual team especially match coz got big screen open roof top space,3
office colleagues everythings seems perfect expect dj bar need improve asap drinks little expensive,3
food horrible cost bar food costly taste food dont justify pricebut ambiance okay music nice good place drinking food ah ah,3
great place visit couple friends drinks food staff cooperative helpful crowd okay ambience thing liked open terrace option adds charm night among best places hyderabad food drinks let drinks pour cheers,5
couple times weekdays open area closed area ambience nice quality food ok okdj good service fine valued going stag spending time felt cold outside asked go closed area refused even requesting made leave place earlier food ambience music service,3
odi match used little coupon really helped pocket sittingareas one outside put screens inside dance floor suppose opted sitting one one tried almost veg starters cocktails everything perfect match drinks snacksi definitely recommend place ratings food ambience pocket friendly google dealscoupon options mpre happy,4
went skyhy great expectations pathetic service bad food qualitywasted almost hr food arrive served wrong item disappointedwill prefer return,1
ambience dance floor primary attractions restaurant zomato coupons pretty well acknowledged drinks really worth zomato inclusion veg nonveg starters delicious worth money,5
place nice open area terrace closed area twice found service nice quality food great dj good times experienced power cut team able backup mins might one case fine average place,3
chilled place office party went pm place super quiet good company want relaxed drinking experience go pm zomato gold works well pay using dineout app staff super cool,5
non veg wasnt good ordered fish chicken wings vry bad veg good though ordered chilly mushroom crispy corn chill mushroom ws exceptionally good,3
worst place went soo far dont believe pictures quality food worst dj bad disgusting place seen zomato impressed pictures came worst place,1
coming tast average cant say best tastes good enough comes serving boys slow need improve,4
food ambiance service pocket pinch around k people zomato golds around starters went group people thursday night place pretty empty playing nice funky music ambiance really nice service fine like party place taste food also decent even though people allowed us use zomato golds really appreciate corn cheese triangles awesome food served really hot place would fun right crowd overall good experience,4
best hangouts place friends girlfriend good dance floor got good variety liquor brands also food main concern terms taste quantityfor quires contact sujithreddy instagram skyhy,3
went friends food really good went dance floor nice experience view roof really nice,5
allow entry pm today saying allow till pm mentioned enjoy till saturday,1
food mediocre wait hour get starters rooftop devoid view good thing place dance floor,3
whoever stag remember wont allowed th floor even though booked zomatoand recommend th floor masti sports barbad experiencei wont recommend place anyonestay away,1
good group outings provide rooftop seating arrangements music better dance floor ambience okay food average good staff though helpful friendly,3
bunch corporate guys request retro songs shouldnt ignore rest crowd please consider serious food ok,1
amazing chef order anything fish utterly tasty would call best place ambience music perfect visited twice pretty descent crowd delay service due lack staff headcount comes starving cz u need wait never stop visit place,4
delicious food good quantity yesterday first time sky hy good place spend quality time friends loved ones food great delicious place like typical pub get drunk good food like place wherein chit chat hang coming food paneer tikka chicken majestic chicken tikka pizza execellent taste delicious,4
saturday evening service looked bit slow food tasted good allow stags without cover charge dont let enter dance floor youre one staff also cooperative go crowd would love,3
good place open air n music nice barmans special drinks nice music dance accordingly basis crowd must try barmans special,4
great ambience perfect roof top bar good service decent variety liquor super pocket friendly must visit unwind food ever ordered ok complaints visit unwind one suggestion pls change live band original artists hear kill selves,4
friends pace saturday club night dance floor spacious ambience good overall experience good though delay order,1
place cool person served us sahoo good nice place visit chill nice place hang friends,5
us dis place th night good place decent set food good dj good parkinglift area poorconjusted weekends,3
nice ambience roof top good musicgood place hangout friends parties weekends mr sahus assistance appreciable,5
lovely food lovely drinks withs make silu please dont forget visit place u gachibowli happening nigh please never disappoints,5
place amazing setup separated multiple sections one romantic dates casual hangouts dj dance parties love interior n decor place looks quite classy bit better though multiple events going place make interesting dance floor big closed give u thumping sound huge screen live matches food loved food veg non veg fish quite good masala level decent liquor collection good dont find cocktails much interesting value money price pretty decent compared peer pubs food menu reasonable service good front desk receptionists helpful getting seat,4
everything one needs seating fully friendly bar man sillu thank u service n drink biggest place gachiwali area n quality food delicious really testy service fast overall definitely recommende,5
dinner weekday ambience sombre wide variety menu ranging european chinese hyderabadi biryanis tried virgin guava mary mocktailwhich really good chicken quesadillas delicious also spicy chicken sizzlers also good overall good experience,3
ill next time mr umakant next time super service awesome place great staff awesome time love place,5
awesome experience umakant gem person makes sure leave place great memories music food really good dal makhani nachos must try,5
courteous staff good food lovely vibes sahoo lovely company night sunday ladies night live band information monday alcohol mrp,5
place okay best drinks diluted extra crapload ice live music really great didnt fit inside place cibo house much better place youre looking good live music peaceful time great drinks friends,2
hearing really good reviews place ambience happeningon lucky sunday night get hear live band,5
bad place hang staff arrogant short tempered dont allow entry stags dance floor also despite high prices havent given discount even corporate discount,1
dont ever go place waste money give order order come mins behaviour staff horrible partnerowner even dont know behave customer,1
skyhy good place hang friends nice place nice food good staff entire skyh friendlly thanks monaranj vry gd guy,5
great ambienceawesome service manoranjan friendlyvery good food nice place hangout friends visit place got limitl love place,5
bad management cheat firstly denied flat discount coupon taken dine charged liquor never going back ever,1
went skyhy terrace lounge weekend great experiencenice foodlove ambiencenice place photosgood place visit along friends danceasome cocktailsfriendly mr london,5
went restaurant weekend great experience nice food love ambience nice place pictures good place visit along friends dance london bhaya,4
beautiful great dj nights economic great open air ambience good food always weekend spots lovely place must visit live near gachibowli,5
nice ambience great service sahu bhaiya theres hookah service though place great less crowded even weekends,4
nice place hang friends live cricket screening quite big screen food orders served within mins quite quick good ambience good service place revisit,5
firstly pictures put makes place looks brightly light kind dark ambiance exactly portrayed crowded makes spacious enough food okay service pathetic asked spoons waiter asked us use serving spoon instead lot delay service mismanagement,2
staff professional courteous shout sahoo excellent service great ambience good food really nice experience,5
visit skyhy monday drink martins cocktail good service goodfood also good superb djthis place totally wonderful,5
best service ajay get touch visit place food really good please try fish fingers best good ambiance well,5
good servicefoods really delicious waiters really nice friendly sahoo one best nice place hang view really beautiful,5
place friends saturday night decent place decent crowd turn place music boring dance floor decent wont bump one another like elsewhere food also average great food ambience staff service recommended yes,4
went saturday awesome dj dance floor spacious dont really bump people food good average order peri peri chicken surprised receive diced pieces cocktails nicely made though service prompt people helpful,5
excellent place party great corporate offer lunch dinner rooftop awesome big screen awesome food drinks good staff good sunil take care table great place see u,5
place really nice devashish helped us best way would love go ther often since staff place really nice,4
tldr avg place moderately expensive drinks lit pictures nice club good ambiance closed roof top due less crowd saturday night happening place earlier couldnt cope new upcoming competition around chicken wings undercooked good thing place energetic dj crazy numbers dance floor staff friendly tried stop another blogger taking pictures videos place multiple times even mentioning lifetstylefood bloggers maybe might misconception initially,2
dont go rating awesome experience umakant awesomeserved satisfaction guys music cool party grrreaaaaattt,5
nice place good location descent ambience good service sahoo descent time friends surely come back,4
great time excellent service saboo place must excellent drinks good pizza come join us time see,5
bad experience went team staff made sure worst experience food cold served late drinks bad quality staff behavior also bad,1
everything since entered restaurant disaster received cold food minutes placed order multiple complaints drinks quality good happened twice staff forgot order placed reminded order overall bad experience regarding food quality drinks quality service would recommend visit,1
place really nice make amazing cocktails awesome really tasty starters esp jalapeo cheese balls dont know still allow stags used let us opened new gachibowli food drinks ambience service price totally worth,4
came restaurant drink weekday didnt disappoint music good ordered pizza garlic bread beers pizza best ive ever garlic bread disappointing also couple beers ordered couple unopened changed mind asked waiter exchange coke refused didnt understand waiters logic didnt argue also apart beer everything costly im going restaurant ps restaurant serves best pizza hyderabad,3
lovely place hangout friends surely one favourite placeramakanth working always helpful prompt servicekeep,5
cool place hang friends ambience deserves special mention cool great music dj chilled crowd food good,4
